"C1" "C2" "C3" "C4" "C5" "C6" "C7" "C8" "C9" "C10" "C11" "C12" "C13" "C14" "C15" "C16" "C17" "C18" "C19" "C20" "C21" "C22" "C23" "C24" "C25" "C26" "C27" "C28" "C29" "C30" "C31" "C32" "C33" "C34" "C35" "C36" "C37" "C38" "C39" "C40" "C41" "C42" "C43" "C44" "C45" "C46" "C47" "C48" "C49" "C50" "C51" "C52" "C53" "C54" "C55" "C56" "C57" "C58" "C59" "C60" "C61" "C62" "C63" "C64" "C65" "C66" "C67" "C68" "C69" "C70" "C71" "C72" "C73" "C74" "C75" "C76" "C77" "C78" "C79" "C80" "C81" "C82" "C83" "C84" "C85" "C86" "C87" "C88" "C89" "C90" "C91" "C92" "C93" "C94" "C95" "C96" "C97" "C98" "C99" "C100" "C101" "C102" "C103" "C104" "C105" "C106" "C107" "C108" "C109" "C110" "C111" "C112" "C113" "C114" "C115" "C116" "C117" "C118" "C119" "C120" "C121" "C122" "C123" "C124" "C125" "C126" "C127" "C128" "C129" "C130" "C131" "C132" "C133" "C134" "C135" "C136" "N1" "C137" "C138" "C139" "N2" "C140" "C141" "C142" "N3" "N4" "N5" "N6" "R1" "N7" "N8" "N9" "N10" "N11" "N12" "N13" "N14" "N15" "N16" "N17" "N18" "N19" "N20" "N21" "N22" "N23" "N24" "N25" "N26" "R2" "R3" "R4"
"Suclg1" 0 1.2 6.21 0 939.17 1021.54 0 181.25 7.95 0 0 776.71 0 0 0.79 2.57 0 1314.9 562.17 7.22 0 2015.28 2.59 0 3.81 739.41 1805.59 1324.81 1050.77 1.29 7.16 1.77 5.75 0 0 0 271.6 34.85 291.03 6.24 1.78 1377.17 729.13 3.03 3.07 2.94 0 6.99 3.71 448.15 1035.48 2.31 751.14 533.75 0 1.63 0 0 1.84 0 506.69 0 267.06 0 415.45 2.65 1115.1 0 2.97 0 429.67 1.96 0 0 1.26 121.05 436.93 1.13 2.29 0.82 3.76 2.42 2.34 1570.93 0 129.76 0 1239.91 0 208.78 0 7.46 1081.3 0 3.55 2.24 2.49 41.41 921.18 0 0 1.49 2726.28 770.86 0 2.38 1.13 1109.15 0 1.07 1.72 0 429.16 81.57 1.24 274.69 664.49 0 2.09 0.92 553.41 0 0 4.1 0 1585.93 0 243.48 4.03 727.8 1.96 0 761.28 3081.2 0 419.88 229.86 5.07 0 0 0 352.55 467.85 5.27 2441.98 8.23 8.8 0 31.12 2.6 0 4.27 1404.22 495.33 3.91 0 0 50.12 0 1150.75 1.78 3.05 0 0 2.01 8.38 0 1.45 1.39 629.28 0 0
"Cryab" 0 1.53 0 0 5.29 861.76 6.29 161.61 2.03 10.04 3.19 661 3.04 4.33 152.17 8.21 432.12 0 0 0 14.06 14.21 0 9.33 2.43 494.39 3.56 7.48 0 0.83 4.57 6.79 0 5.02 7.5 0 2.11 1.78 4.76 3.99 2.27 1.34 0 3.09 11.75 0 15.16 0 0 0 1.73 0 5.94 1.91 0 0 0 0 2.35 9.59 3.06 0 17.39 5.09 0 6.76 8.52 0 3.79 0 0 0 0 1.34 0 1.86 0 0 1.46 2201.78 14.4 0 4.48 1675.15 0 0 0 301.15 12.93 0 0 23.79 0 0 320.19 1038.42 1.06 0 9.33 22.63 998.2 0 63.49 3.93 0 1.52 0 4.13 70.01 1.37 6.6 2.19 0 0 0 0 406.04 0 0 1.17 0 1.6 1.72 378.81 1.16 0 0 1.04 5.14 0 2.51 9.34 703.23 0 0 0 0 0 0 1867.12 1639.67 6.87 0 13.46 0 0 28.09 0 767.93 0 0 5.45 1288.08 670.25 19.98 1843.42 778.42 835.31 6.79 3010.73 746.73 916.51 2878.17 0 5.14 9786.02 666.3 6710.22 0 0 783.05 0
"Rnh1" 0 0 1.22 0 3.26 1205.41 5.17 298.67 751.23 0 1.75 1.75 0 0 0.62 2749.77 0 1555.2 0 2.84 0 3.28 0 0.96 2.99 3.47 2.19 2.3 0 471.65 0 969.54 129.61 18.54 53.14 2.22 1.3 0 5.87 2.45 1273.72 0 6.3 1110.28 974.38 234.77 0 2.75 0 1.07 467.44 3.63 816.22 1.18 0.73 1.28 0 0 0 5.25 3.77 3.37 8.58 1.05 0 2.08 0 1319.02 1170.71 2342.19 225.79 0 0.63 0.83 215.55 529.68 57.11 1.78 0.9 1.93 2.96 1.9 994.74 0.96 0 0 0 0 2828.61 3.23 0.63 8.79 0.73 0 482.53 0.88 0.58 4.07 113.5 0 0 1.56 894.38 439.19 0.92 0 597.5 2.55 29.86 1129.08 0 498.81 0 0 0.98 2273.72 1.8 2.99 1.64 1.44 268.51 0.99 0 0 0 128.86 430.47 3.42 0 414.39 0 0 277.81 1020.51 0 8.76 1.92 1.33 0 0 0 0 3.32 8.29 0 0 3.46 4.45 8.15 6.13 0 1251.26 0 4.62 6.15 6.43 0 1.88 4.18 2.56 1.4 0 0 12048.22 637.5 1.46 13.95 141.01 0 0 498.99 0
"Rps10" 1835.25 0 0 58.18 174.02 0 0 102.62 0 0 0 0 3031.66 807.92 216.96 9.01 652.16 0 943.57 935.15 0 48.71 217.3 0 13.33 0 0 0 0 153.88 1352.85 297.71 0 0 61.72 599.48 0 263.46 91.43 87.41 137.12 95.81 0 63.62 85.94 0 0 367.08 1608.19 258.23 0 32.33 0 1350.4 0 0 454.56 0 825.37 381.39 61.54 0 0 828.21 1407.18 0 584.26 279.24 0 0 632.36 27.44 0 0 388.26 0 0 0 388.79 5.73 0 0 598.18 0 304.35 0 0 108.12 0 523.6 214.37 26.09 669.77 0 0 0 0 0 38.38 0 348.64 0 174.08 365.96 48.95 0 141.81 0 125.19 465.42 103.03 720.09 221.35 0 364.56 506.79 180.28 0 1126.08 0 272.89 0 442.13 0 191.37 48.07 447.21 45.59 1887.81 360.64 41.25 0 262.16 0 877.66 0 0 23.64 0 155.32 0 37.68 0 0 0 3140.13 1478.71 0 0 1655.29 889.45 149.36 419.48 1040.19 0 0 889.27 0 0 1434.14 0 0 360.06 0 0 0 0 405.04 0 0 3.69 0
"Gcsh" 0 748.46 0 1082.55 1.47 4.32 1.74 18.38 6.75 671.91 2.65 3.54 5.05 3145.04 1779.53 1.37 9.89 236.24 1.52 0 0 2.95 1457.47 3.88 2017.79 657.26 0.99 15.55 0 0 3.8 0 2.03 4.17 6.24 745.9 0 193.76 5.94 3.31 7.56 1128.35 986.2 1.93 3.26 2.08 1.8 545.3 0 237.76 0 1439.48 1088.29 1322.43 0 1.73 192.93 0 265.86 9.97 503.71 1866.58 1452.66 0 2.03 0 3.54 0 0 0 401.85 0 0.95 732.12 172.54 927.28 5.65 0 0.61 0 7.98 0 1096.72 1.29 0 1.3 1612.47 1025.08 1571.86 0 0 3.96 219.81 627.23 1.88 1215.54 755.78 5.49 0 9.4 0 0 2424.4 382.82 2.49 709.98 1.19 3.44 1.27 2.28 674.54 0 373.8 3.76 1.32 2.26 5.47 246.52 6.63 97.1 272.44 0 0 0 0 453.63 164.63 1.73 0 332.62 683.56 0 609.74 28.57 1.15 1.05 0 19.71 2836.51 0 0 0 0 0 10.26 4.37 4.67 6 8.25 2.76 11.24 4.53 207.83 10.51 0 0 0 0 0 2.59 934.81 0 0 0 0 0 635.28 1.53 0 0 0 0
"Pfn2" 1.48 0.73 0.94 392.44 171.82 645.99 0 175.31 0.96 2.37 6.03 0.67 1.44 76.81 1.44 1.55 346.67 0 0.87 2.18 652.44 0.84 3.12 1.47 3.45 4.44 1.12 1536.05 800.21 423.12 10.8 3.21 2.31 0 33.7 0 1 0.84 961.64 1.88 2.69 0.64 368.92 990.47 0.93 0.59 105.47 4.22 2.24 617.51 0.82 2.79 387.99 1199.26 1.12 0.98 33.31 1.63 1.11 107.7 0.48 0 1100.07 693.55 0 12.78 1176.5 0.67 0 2.87 69.19 1.18 0.54 2.54 136.16 8.8 6.43 0.68 1.04 887.6 4.54 0 1.41 0.73 0 145.71 1.33 5.08 507.47 0.99 0.49 2.25 58.3 0.75 2.67 0.68 533.15 1956.55 1.1 1344.92 0 552.45 78.78 256.7 4165.65 0 2.04 1680.83 0.72 137.4 1.04 350.71 0 0 0 2423.47 0.78 75.84 2.52 1.66 1.02 2007.05 0.81 2.48 0 1.04 38.55 86.94 0 331.01 350.8 2.21 349.2 1.6 1.96 726.01 0 92.71 55.67 567.92 0 844.07 1102.57 12.72 0 0 10.62 0 1015.07 1.57 121.4 2.58 1747.27 476.23 7.08 1.64 0 1303.44 6.42 5.15 575.73 986.62 3617.11 0 2.43 1.69 372.39 0 0 114.42 916.19 0
"1500015O10Rik" 0 2.54 1810.61 567.12 0 0 1151.39 1147.88 20.19 199.89 0 442.09 10.07 0 0 833.15 0 692.9 409.48 809.96 1882.78 0 0 430.45 0 1459.03 0 0 943.97 0 0 915.05 2385.61 4.16 6.22 0 1121.23 0 39.47 33.03 37.69 2.23 8.48 1614.35 0 0 0 7.4 7.84 673.72 0 9.78 241.15 0 0 0 0 1618.13 0 3.98 460.04 0 0 683.65 968.35 0 1151.67 2.35 0 0 1351.79 0 0 129.3 0 3.09 1206.58 0 0 0 0 5.12 0 0 1479.89 767.87 0 0 0 0 530.43 0 1.97 2.63 1669.04 2.37 1.76 1204.99 727.18 0 2830.06 1.57 0 0 0 0 647.92 0 909.3 2.27 0 0 9.56 7.51 1047.02 4.51 536.87 0 0 1080.58 193.7 2085.86 2.84 8.68 1.93 0 0 0 0 491.41 0 0 1.44 1858.75 622.18 0 5.17 3.57 3.98 0 0 5.7 0 0 0 8.71 0 0 0 0 0 0 0 6.99 0 0 3.84 0 11.25 0 0 0 0 19.97 0 3.94 0 0 2.94 0 0 0
"Gtf2h5" 3.19 1.56 8.08 2.7 132.96 3.53 0 460.11 2.07 0 3.25 897.65 3.1 1495.33 564.44 1.67 0 0 0 934.89 5.73 1045.09 0 3.17 0 458.96 0 791.64 0 1437.44 0 781.67 0 0 3.82 3.67 2.15 126.94 1218.47 4.06 0 1.37 0 0.79 1183.57 145.23 2.21 4.55 0 0 3.53 907.33 388.74 5.84 19.46 0 262.34 340.93 2.4 2.44 453.48 2.79 3.55 1424.39 717.33 3.44 0 552.11 206.42 0 0 474.28 0 1126.44 429.64 5.69 6.93 70.85 10.43 2.13 9.78 0 0 0 0 20.73 1219.81 3.65 1858.55 1.07 300.36 1571.23 848.22 1.62 209.34 0 796.21 3.37 475.53 276.69 0 181.89 12.13 330.35 1.52 0 2.93 0 0 1003.78 455.38 416.63 502.46 9.23 1.62 1690 180.92 232.87 657.62 1.19 7.03 62.15 543.69 298.86 139.92 676.2 575.83 2.12 0 10.38 574.63 0 939.19 743.75 515.94 0 0 0 0 1157.86 0 0 414.41 13.71 0 5.35 5.73 7.36 350.2 3.38 4.59 0 1021.67 17.18 0 404.07 0 448.73 6.92 3.17 563.86 325.1 1298.36 0 1368.59 0 271.6 886.11 0 0 180.83 0
"Spag7" 5.8 0 0 0 3.69 1088.64 1005.81 43.63 2.19 0 0 1.53 3.27 2730.97 2.6 1.77 3188.41 3.6 0 0 0 0.7 3.56 1.68 5.24 467.86 34.33 12.1 1239.69 0.89 1967.65 7.41 0 0 686.11 3.72 1072.62 882.47 0 7.38 606.36 1090.41 639.31 1052.71 0 5.22 8 0 23.34 991.1 1.87 3.23 703.87 3.72 0 0 1389.55 0 0 3.13 1.1 733.03 18.75 1.83 0 3.64 1096.64 2496.68 968.21 1722.93 0 75.53 1.08 1.45 345.6 1745.57 14.66 0 259.75 2.48 0 0 1.61 2.36 0 3.13 0 1.76 1491.62 1.13 0 9.83 4 0 484.25 0 0 3.56 115.7 1652.78 1540.33 1.02 8.64 788.17 0 0 0 0 0 1.42 0 0 417.09 0 1.71 0 3.31 0 5.75 1.26 0 0 1.77 946.52 0 226.44 439.34 38.52 132.91 1.1 227.95 0 266.7 730.91 0 336.95 3.36 4.65 4.97 2.54 6.09 695.6 0 13.9 0 5.83 6.05 0 0 0 4.85 6.22 73.04 41.22 0 0 0 6.91 0 0 0 1043.03 137.93 0 2459.55 0 0 0 40.35 679.6 138.36 402.76
"Ywhah" 1.76 2.6 1.12 11.97 3.98 0.98 1.18 401.92 1.14 0 1.8 863.77 0 0 1.14 2.78 4.47 139.51 0 5.2 1.59 363.58 1.86 1.75 2.74 0 2.01 5.27 0 0.47 2.58 1.28 1.38 61.75 2.12 474.3 194.3 996.3 0 4.49 0 1.52 0 1.31 2.21 0 4.89 7.55 2.67 0 0.98 3.32 520.56 0 0 31.25 56.09 3.89 27.85 1.35 514.27 3.08 776.69 4.52 2.76 1.91 4.81 216.15 2.13 0 38.35 1.41 0.64 1543.26 412.84 1010.93 1453.57 1.63 277.48 4.13 8.12 0 1095.89 1.75 0 0.88 0 5.05 22.71 1.18 1.74 10.73 0.67 0 220.73 0 0 1.86 0 9.57 1.79 358.13 322.18 369.65 0 0.86 0 0 0.86 0 420.37 3.7 19.51 418.64 0 0 653.47 32.9 3.01 1.98 389.79 1.81 140.25 405.52 0.66 1034.49 0 332.41 446.17 1.04 309.55 966.72 313.18 729.14 863.58 1.43 1.76 385.22 2.71 429.89 809.7 515.26 1208.08 22.76 629.98 0 15.84 4.07 4460.56 1.87 10.16 3039.06 1758.75 499.13 56.33 1392.4 801.9 565.22 7.66 4.39 522.45 2062.48 3.7 6.79 0 1483.39 1.1 1.04 1 1710.69 1600.45 1683.74
"Spcs2" 165.36 626.11 1.25 60.1 406.18 105.1 796.99 139.77 1.92 0 13.05 1347.18 0.96 0.68 1.6 1027.22 2.5 217.82 0 213.24 991.69 0.56 0 0.98 424.99 618.29 916.68 632.29 4.81 1.04 8.63 563.81 279.55 262.71 219.65 681.7 1191.52 0.56 2.25 232.01 330.5 618.31 0 327.39 1.23 2.36 300.56 1118.68 480.81 0 0 1006.65 487.19 1193.12 0 1444.12 1.3 3.26 596.53 792.48 240.17 21.37 295.61 0.53 128.44 2192.66 207.89 0 2.98 895.46 357.33 5.51 0 1.27 67.85 617.54 427.33 0.46 280.84 0.66 4.53 826.48 190.92 333.99 314.4 1.48 0 371.74 4.07 167.14 147.07 23.96 0.75 589.17 253.63 0.45 0 6.24 0.73 1449 0 48.12 19.98 151.13 385.4 72.09 109.81 75.47 790.48 2.15 0.69 0 982.45 1.42 579.38 0 335.24 3.06 144.15 1.84 39.5 327.37 0.54 1.65 376.26 0.69 135.66 788.76 3.23 101.71 2.37 623.31 1.64 94.61 0.43 0.4 7.86 318.87 0 0.74 88.96 354.61 0.57 2.12 3.89 3.31 1.77 0 441.66 1427.78 430.78 228.01 2.6 5.31 1414.72 0 0.73 155.34 4.27 833.74 234.23 765.43 591.52 0 0.4 6.36 423.74 656.43 0 127.35 22.63 0.61
"Eif3m" 2.95 1532.99 0 493.54 1.67 0 1.98 0 1.92 4.74 0 890.91 2.87 0 1.92 1.55 7.49 0 3.46 0 1993.96 1.68 0 1.47 4.59 721.35 2.24 1.77 484.23 0.78 0 4.27 0 2.37 7.09 1.13 2 1.68 0 3.76 0 0 555.47 1277.01 1237.88 0 8.18 0 26.72 0 3.27 0 1.4 0 2.24 3070.79 0 0 174.1 0 535.11 0 548.7 0 20.77 3.19 96.61 1.34 1.79 0 0 1035.03 0 2.54 290.29 3.52 64.2 0 0 1236.26 4.53 751.99 1448.06 1040.84 0 0 0 8.47 0 1268.66 243.89 8.99 1.12 1.5 377.22 1.35 1 3.12 971.81 5.34 1669.29 0 26.24 27.19 0 0 0 2405.61 159.56 2.59 1.04 80.62 5.45 192.42 0 5.13 4.66 134.89 0 923.44 312.57 0 0 481.43 0 507.18 990.35 0.98 0 0 0 1712 699.48 0 0 0 0 2.04 2.27 0 0 0 339.81 25.42 0 0 10.61 2005.58 0 3.13 0 54.82 429.61 7.96 9.44 0 0 0 6.41 2.94 875.14 808.39 1151.43 0 5352.3 1484.37 0 1.74 0 0 561.19 52.57
"Ntrk2" 1.12 557.86 137.16 603.63 679.14 979.25 11.96 515.69 274.18 959.13 185.32 495.14 1134.7 1.73 275.41 1191.09 81.86 613.93 500.39 217.91 708.84 914.16 86.7 232 13.03 131.29 1.89 379.27 389.41 316.6 337.47 133.93 2.99 1000.47 163.44 1.02 439.59 450.21 227.99 1074.07 161.78 463.55 11.66 189.52 5.38 280.54 457.52 1121.95 535.95 0.8 191.11 276.87 554.54 466.24 50.71 0.48 146.99 476.5 0.81 473.59 16.64 930.19 379.78 167.29 5.57 776.18 243.13 3.44 180.55 206.05 392.12 154.32 409.31 347.83 83.8 463.45 633.55 1.32 1.08 58.5 464.73 1149.36 0.51 562.5 209.83 191.3 530.67 322.32 663.53 369.39 602.66 1250.75 151.36 934.1 183.21 547.2 693.67 369.66 204.98 11.1 399.01 312.71 545.76 0.47 1.99 301.1 610.5 585.14 25.14 2.32 89.75 0.25 112.09 71.64 13.39 79.04 340.07 164.62 3.06 175.42 84.78 356.17 18.55 171.02 0.93 0.75 1.33 104.81 0.92 778.54 0.57 365.04 8.08 653.24 0.16 142.89 2.5 142.41 1.7 7 617.27 20.69 643.86 17.09 2.82 1.8 2.93 1.65 4.91 4.63 1.55 40.16 4.74 134.82 3.99 0.79 1.32 81.65 0.77 1.96 173.22 0.89 1 4.42 0.29 0.68 190.09 0 1.21 0.84 79.66 88.23
"Psph" 2.13 1.04 2785.21 570.1 115.12 0 5.71 893.28 59.37 560.05 2.17 238.3 4.13 386.11 1376.53 3.35 5.39 304.74 1.25 1721.29 0 466.44 0 15.86 0 1.28 3.23 1554.83 0 1.12 6.21 1.54 1.66 5.12 193.95 605.47 1.44 1.21 1.62 2.71 861.68 507.35 754.8 2.1 0 0 1.47 0 12.87 0 0 1383.59 701.64 0 1.61 1488.08 394.32 2.35 1201.3 58.72 120.29 0 2.37 0 0 4.6 34.78 44.26 634.78 6.89 91.51 1.7 1412.75 0.91 686.96 138.03 4.63 0 441.97 0.71 0 0 0 1110.58 12.58 0 0 3.66 17.59 0.71 0.7 3.24 226.63 1.08 853.5 1034.58 64.95 3118.99 0 258.67 324.33 1.94 5.4 789.45 1.02 18.19 3.66 2258.24 3.11 0.93 0 0 617.75 49.25 2367.86 1628.76 1.12 3.31 1.81 0.79 0.74 1.09 3.5 947.16 387.62 0 0 814.91 0 192.79 0 0 287.91 1.54 0.94 241.6 0 4.4 0 0 0 2.34 0 0 4.2 3.57 19.11 0 2.25 2.26 0 1.85 1442.79 894.53 0 0 1.58 2.07 0 1.06 0 2.65 1241.53 0 0.87 0.81 663.79 0 0 413.44 272.92 0
"Pigp" 1447.72 3.81 1472.49 616.08 0 4.09 0 1103.84 4.8 709.79 0 0 0 6.89 524.06 379.66 157.67 583.6 23.25 719.98 0 0 0 284.25 172.73 180.14 0 0 644.14 2.05 0 1548.45 6.08 0 1327.34 0 5 1537.34 0 992.79 1024.26 1075.07 0 0 4.86 0 1795.97 11.08 11.74 1027.84 0 525.06 37.78 0 2.94 0 24.51 0 5.84 0 4.87 6.14 105.79 13.35 0 8.39 20.34 0 4.7 0 22.02 5.92 0 2.65 34.94 4.62 273.34 0 0 0 11.91 73.64 0 1294.13 204.9 101 1771.79 1335.57 0 10.02 42.55 18.72 1184.41 0 0 0 0 8.2 5.79 44.99 2478.84 9.43 147.77 5.15 0 3.41 11.43 9.28 0 4.36 0 418.58 14.32 0 0 0 725.98 0 0 1263.27 67.85 3.98 480.24 443.6 2.89 638.28 0 2.58 0 640.8 80.92 185.57 419.72 0 24.15 72.18 0 192.62 2514.97 0 0 38.31 666.29 16.7 0 0 0 3467.41 0 1650.17 0 1145.12 0 572.52 9.83 0 0 4.85 0 0 178.75 0 6.96 0 5.05 2.95 3.12 0 0 0 272.06 0
"Dnajc15" 1029.48 0 554.24 37.55 0 0 0 12.04 1221.22 0 2901.6 592.35 0 0 53.85 941.59 0 0 0 995.02 0 0 0 0 0 391.83 0 0 0 0 2085.78 232.17 2277.85 0 2031.6 386.9 0 774.59 0 0 0 0 633.46 2.74 0 0 0 0 0 0 6.12 0 0 1182.31 0 0 1159.54 903.25 0 415.9 3.61 1122.28 467.84 834.81 0 0 15.08 0 991.58 0 146.5 8.85 1517.96 1422.91 370.17 0 625.88 0 892.46 0 16.98 10.92 994.23 0 769.34 670.08 0 0 0 0 0 0 1061.77 796.68 0 0 0 0 8.26 0 0 0 140.44 490.89 5.29 0 518.64 0 32.32 460.24 0 774.57 0 0 157.25 0 0 0 0 0 153.22 0 6.07 383.03 271.72 814.46 185.54 0 0 0 0 0 0 0 756.88 0 1778.59 366.12 238.17 0 0 0 0 0 0 0 0 0 0 2676.64 0 0 0 0 0 0 0 0 0 822.71 612.33 0 0 0 0 0 0 0 0 6.54 283.07 0
"Gnb1" 3.53 5.65 2.79 1.5 65.62 950.51 195.25 65.72 178 1.42 458.78 103.92 0 33.6 61.22 851.16 875.38 200.82 225.08 139.06 294.08 2 98.7 200.35 751.05 276.74 1706.29 286.37 125.01 28.63 6.44 828.59 2.07 414.6 1.06 7.79 577.04 750.63 28.21 169.68 191.65 575.81 17.3 465.83 167.94 326.03 414.77 1.26 1.33 369.99 210.27 121.37 573.38 529.69 405.01 1.17 86.49 406.8 55.53 80.48 51.04 7.71 346.27 7.18 101.7 0.95 452.89 78.18 37.37 10.86 62.53 320.95 228.99 138.78 163.95 797.45 568.14 55.95 6.55 845.18 25.71 107.03 55.62 345.76 33.91 91.34 0.79 111.11 235.62 35.21 364.19 80.51 41.09 265.08 181.53 52.1 20.04 138.81 33.55 3.19 428.47 67.73 125.32 102.95 1.26 260.53 429.84 109.59 408.11 783.52 130.89 37.03 99.2 253.73 0.89 0.77 365.73 80.89 2.26 229.57 139.11 310.73 143.19 17.72 127.6 341.77 828.1 242.63 172.42 136.61 817.24 323.54 164.22 1.59 70.42 91.96 735.84 55.98 283.97 837.29 272.62 824.36 0.51 14.89 1.74 274.06 594.06 2.04 1364.45 682.76 364.63 1022.26 208.13 181.86 831 119.65 173.11 195.03 585.73 302.45 234.95 224.46 219.09 1372.3 469.5 828.4 367.47 291.59 74.89 244.88 600.08 279.18
"Cd302" 2.85 0 4353.01 0 700.84 0 1111.84 190.89 392.56 1632.7 0 1716.33 5.54 5.93 0 3 7.23 0 1465.88 1570.71 0 8.1 0 1733.84 0 504.65 1.08 0 0 0 0 0 0 2.29 13.69 0 1.93 820.96 2.17 0 189.75 1.23 0 2.82 1938.17 0 9.88 0 1054.02 0 1184.56 2.69 1.35 3.48 0 5058.99 1.89 0 0 13.13 0 0 9.52 756.99 0 0 948.69 1.29 0 1245.8 0 4.56 0 1327.93 115.98 5.1 6.21 0 0 1406.36 13.13 853 2031.13 55.22 0 629.52 0 1007.75 23.6 1.91 0 4.34 0 1.45 0 894.31 406.51 15.07 0 5.16 0 0.87 14.48 4.77 0 82.13 648.5 1248.52 0 1.25 0 0 2.63 0 0 513.3 22.51 0 0 0 0 0 4.69 1.59 0 0 0 0.95 0 2.54 0 0 0 23.83 0 0 0 1.97 0 2.15 789.17 0 169.72 18.41 0 0 20.5 6.59 0 6.05 0 7.45 1627.26 303.45 9.11 3.17 0 650.43 1034.11 1.42 720.94 3.55 2 0 2.34 2.17 0 1.68 0 0 0.61 0
"Ifi27l1" 7.06 0 0 647.31 1029.62 3.91 0 57.37 7.77 249.41 3.87 978.19 0 0 605.56 1633.09 0 0 4.13 800.24 463.36 0 4.21 0 5.49 190.63 1118.06 3.1 4.88 0 0 1824.3 845.9 5.67 0 5.43 0 0 3.04 178.82 0 0 0 2.96 573.24 0 0 50.38 1573.59 0 2.1 6.66 0 4.31 1.96 216.06 1659.87 0 0 7.46 318.34 0 505.54 0 0 0 0 0 0 0 0 0 10.33 1353.86 2.67 9.26 0 6552.99 0 6.67 21.67 0 6.75 7.01 417.74 7.07 0 226.76 233.64 154 0 10.74 2147.48 2.63 1.88 1213.81 0 5.14 0 0 0 0 125.44 0 12.39 475.37 867.58 9.34 2.52 759.57 0 0 1439.59 0 2.63 6.14 107.64 0 6.48 2.98 5.25 0 309.88 0 811.05 0 0 63.35 0 0 5.66 0 1943.16 879.33 3.12 2.09 0 7.15 3.74 693.84 0 77.57 0 16.34 13.94 8.17 0 0 8.04 2570.87 0 0 443.9 0 11.28 7.85 5.23 55.04 0 678.41 5.81 0 531.47 0 1.56 3331.56 825.63 0 0 8.34 285.62 0
"Syf2" 13.94 2.74 7.07 2.36 18.77 0 0 772.07 899.48 0 116.62 1.26 5.42 0 0 1301.78 0 0 1759.44 8.22 5.01 4.75 1010.15 2290.35 4.33 0 0 1.67 3.41 0.74 4.07 4.03 2.18 2.24 66.91 544.14 1014.44 1351.75 0 3.55 0 2.4 446.86 0 1.75 2.23 4106.51 7.96 0 712.24 799.08 638.74 0 0 1830.68 1.85 12.93 19.07 0 1586.75 3.64 4.87 96.15 1050.08 0 3669.89 3.8 1312.93 0 32.52 76.98 2.23 0 0 4.3 1.66 0 20.66 0 0 4.28 8.25 0 373.65 824.78 0 998.79 1.6 11.53 37.42 0 4.24 4.23 4.24 515.27 0 6.62 0 703.16 0 0 1444.99 7.08 15.15 2.67 123.1 626.49 0 1406.28 673.76 0 451.08 12.86 193.76 0 4.85 1.47 4.34 7.13 1.04 300.95 2484.02 1.53 776.66 1.04 1.95 5.19 0.93 13.74 0.83 2.24 4.17 2.33 0 344.45 13.53 2.78 0 0 0 5.04 3.06 1004.05 0 5.5 0 5.01 6.44 0 2.96 0 2.43 3.69 33.83 0 3.1 981.28 2.72 0 1329.72 0 6.94 1.95 0 2.29 1490.3 0 0 0 396.64 3 0
"Cldn25" 913.5 2.2 0.95 117.36 1.68 3.3 1152.6 120.97 286.72 2.2 4.57 780.25 2.9 4.14 235.85 369.12 1.89 654.12 1568.76 13.2 1462.14 2.54 1.58 3.61 3.2 413.89 0.52 2.68 1.82 0 1661.94 3.24 1960.43 17.96 1061.76 703.75 481.16 826.59 800.2 1.75 125.29 0 371.37 1.85 2.8 0 115.7 0 492.87 0.77 1099.54 0 1.42 1.67 1167.63 4.96 0.99 0 360.27 2.1 493.08 0 627.42 0.74 325.84 4.71 995.75 0 1852.63 2.9 668.66 5.97 0 1.77 327 15.56 6.49 0 2.44 2.68 2493.02 179.67 38.67 1251.02 2.21 1.49 1.34 1.57 6.17 1027.88 1.47 8.35 2.83 1.51 70.73 1.91 17.72 0 1.02 0 1.52 1015.71 5.68 130.73 0.66 361.56 0 130.23 0 54.76 56.21 1.04 332.26 0 0 0 0 2.32 1.27 0.56 210.43 0.7 2.26 0 495.1 0 130.66 51.28 0 0.81 332.65 4.46 11.61 0.54 873.03 661.12 121.55 4.59 1.15 472.51 0 692.55 1.72 19.27 8.84 4.61 2.68 3.45 177.62 3.17 603.46 3.9 276.68 3.7 0 3.32 583.38 764.5 6.48 2282.29 815.62 0.93 835.08 0 1.69 1318.11 0 1318.78 28.39 0.88 252.66 0
